#SampleID	name	round
#q2:types	categorical	categorical
LID_102283	LID_102283	novaseq2
LID_102284	LID_102284	novaseq2
LID_102285	LID_102285	novaseq2
LID_102286	LID_102286	novaseq2
LID_102287	LID_102287	novaseq2
LID_102288	LID_102288	novaseq2
LID_102289	LID_102289	novaseq2
LID_102290	LID_102290	novaseq2
LID_102291	LID_102291	novaseq2
LID_102292	LID_102292	novaseq2
LID_102293	LID_102293	novaseq2
LID_102294	LID_102294	novaseq2
LID_102295	LID_102295	novaseq2
LID_102296	LID_102296	novaseq2
LID_102297	LID_102297	novaseq2
LID_102298	LID_102298	novaseq2
LID_102299	LID_102299	novaseq2
LID_102300	LID_102300	novaseq2
LID_102301	LID_102301	novaseq2
LID_102302	LID_102302	novaseq2
LID_102303	LID_102303	novaseq2
LID_102304	LID_102304	novaseq2
LID_102305	LID_102305	novaseq2
LID_102306	LID_102306	novaseq2
LID_102307	LID_102307	novaseq2
LID_102308	LID_102308	novaseq2
LID_102309	LID_102309	novaseq2
LID_102310	LID_102310	novaseq2
LID_102311	LID_102311	novaseq2
LID_102312	LID_102312	novaseq2
LID_102313	LID_102313	novaseq2
LID_102314	LID_102314	novaseq2
LID_102315	LID_102315	novaseq2
LID_102721	LID_102721	novaseq2
LID_102722	LID_102722	novaseq2
LID_102723	LID_102723	novaseq2
LID_102724	LID_102724	novaseq2
LID_102725	LID_102725	novaseq2
LID_102726	LID_102726	novaseq2
LID_102727	LID_102727	novaseq2
LID_102728	LID_102728	novaseq2
LID_102729	LID_102729	novaseq2
LID_102730	LID_102730	novaseq2
LID_102731	LID_102731	novaseq2
LID_102732	LID_102732	novaseq2
LID_102733	LID_102733	novaseq2
LID_102734	LID_102734	novaseq2
LID_102735	LID_102735	novaseq2
LID_102736	LID_102736	novaseq2
LID_102737	LID_102737	novaseq2
LID_102738	LID_102738	novaseq2
LID_102739	LID_102739	novaseq2
LID_102740	LID_102740	novaseq2
LID_102741	LID_102741	novaseq2
LID_102742	LID_102742	novaseq2
LID_102743	LID_102743	novaseq2
LID_102744	LID_102744	novaseq2
LID_102745	LID_102745	novaseq2
LID_102746	LID_102746	novaseq2
LID_102747	LID_102747	novaseq2
LID_102748	LID_102748	novaseq2
LID_102749	LID_102749	novaseq2
LID_102750	LID_102750	novaseq2
LID_102751	LID_102751	novaseq2
LID_102752	LID_102752	novaseq2
LID_102753	LID_102753	novaseq2
LID_102754	LID_102754	novaseq2
LID_102755	LID_102755	novaseq2
LID_102756	LID_102756	novaseq2
LID_102757	LID_102757	novaseq2
LID_102758	LID_102758	novaseq2
LID_102759	LID_102759	novaseq2
LID_102760	LID_102760	novaseq2
LID_102761	LID_102761	novaseq2
LID_102762	LID_102762	novaseq2
LID_102763	LID_102763	novaseq2
LID_102764	LID_102764	novaseq2
LID_102765	LID_102765	novaseq2
LID_102766	LID_102766	novaseq2
LID_102767	LID_102767	novaseq2
LID_102768	LID_102768	novaseq2
LID_102769	LID_102769	novaseq2
LID_102770	LID_102770	novaseq2
LID_102771	LID_102771	novaseq2
LID_102772	LID_102772	novaseq2
LID_102773	LID_102773	novaseq2
LID_102774	LID_102774	novaseq2
LID_102775	LID_102775	novaseq2
LID_102776	LID_102776	novaseq2
LID_102777	LID_102777	novaseq2
LID_102778	LID_102778	novaseq2
LID_102779	LID_102779	novaseq2
LID_102780	LID_102780	novaseq2
LID_102781	LID_102781	novaseq2
LID_102782	LID_102782	novaseq2
LID_102783	LID_102783	novaseq2
LID_102784	LID_102784	novaseq2
LID_102785	LID_102785	novaseq2
LID_102786	LID_102786	novaseq2
LID_102787	LID_102787	novaseq2
LID_102788	LID_102788	novaseq2
LID_102789	LID_102789	novaseq2
LID_102790	LID_102790	novaseq2
LID_102791	LID_102791	novaseq2
LID_102792	LID_102792	novaseq2
LID_102793	LID_102793	novaseq2
LID_102794	LID_102794	novaseq2
LID_102795	LID_102795	novaseq2
LID_102796	LID_102796	novaseq2
LID_102797	LID_102797	novaseq2
LID_102798	LID_102798	novaseq2
LID_102799	LID_102799	novaseq2
LID_102800	LID_102800	novaseq2
LID_102801	LID_102801	novaseq2
LID_102802	LID_102802	novaseq2
LID_102803	LID_102803	novaseq2
LID_102804	LID_102804	novaseq2
LID_102805	LID_102805	novaseq2
LID_102806	LID_102806	novaseq2
LID_102807	LID_102807	novaseq2
LID_102808	LID_102808	novaseq2
LID_102809	LID_102809	novaseq2
LID_102810	LID_102810	novaseq2
LID_102811	LID_102811	novaseq2
LID_102812	LID_102812	novaseq2
LID_102813	LID_102813	novaseq2
LID_102814	LID_102814	novaseq2
LID_102815	LID_102815	novaseq2
LID_102816	LID_102816	novaseq2
LID_102817	LID_102817	novaseq2
LID_102818	LID_102818	novaseq2
LID_102819	LID_102819	novaseq2
LID_102820	LID_102820	novaseq2
LID_102821	LID_102821	novaseq2
LID_102822	LID_102822	novaseq2
LID_102823	LID_102823	novaseq2
LID_102824	LID_102824	novaseq2
LID_102825	LID_102825	novaseq2
LID_102826	LID_102826	novaseq2
LID_102827	LID_102827	novaseq2
LID_102828	LID_102828	novaseq2
LID_102829	LID_102829	novaseq2
LID_102830	LID_102830	novaseq2
LID_102831	LID_102831	novaseq2
LID_102832	LID_102832	novaseq2
LID_102833	LID_102833	novaseq2
LID_102834	LID_102834	novaseq2
LID_102835	LID_102835	novaseq2
LID_102836	LID_102836	novaseq2
LID_102837	LID_102837	novaseq2
LID_102838	LID_102838	novaseq2
LID_102839	LID_102839	novaseq2
LID_102840	LID_102840	novaseq2
LID_102841	LID_102841	novaseq2
LID_102842	LID_102842	novaseq2
LID_102843	LID_102843	novaseq2
LID_102844	LID_102844	novaseq2
LID_102845	LID_102845	novaseq2
LID_102846	LID_102846	novaseq2
LID_102847	LID_102847	novaseq2
LID_102848	LID_102848	novaseq2
LID_102849	LID_102849	novaseq2
LID_102850	LID_102850	novaseq2
LID_102851	LID_102851	novaseq2
LID_102852	LID_102852	novaseq2
LID_102853	LID_102853	novaseq2
LID_102854	LID_102854	novaseq2
LID_102855	LID_102855	novaseq2
LID_102856	LID_102856	novaseq2
LID_102857	LID_102857	novaseq2
LID_102858	LID_102858	novaseq2
LID_102859	LID_102859	novaseq2
LID_102860	LID_102860	novaseq2
LID_102861	LID_102861	novaseq2
LID_102862	LID_102862	novaseq2
LID_102863	LID_102863	novaseq2
LID_102864	LID_102864	novaseq2
LID_102865	LID_102865	novaseq2
LID_102866	LID_102866	novaseq2
LID_102867	LID_102867	novaseq2
LID_102868	LID_102868	novaseq2
LID_102869	LID_102869	novaseq2
LID_102870	LID_102870	novaseq2
LID_102871	LID_102871	novaseq2
LID_102872	LID_102872	novaseq2
LID_102873	LID_102873	novaseq2
LID_102874	LID_102874	novaseq2
LID_102875	LID_102875	novaseq2
LID_102876	LID_102876	novaseq2
LID_102877	LID_102877	novaseq2
LID_102878	LID_102878	novaseq2
LID_102879	LID_102879	novaseq2
LID_102880	LID_102880	novaseq2
LID_102881	LID_102881	novaseq2
LID_102882	LID_102882	novaseq2
LID_102883	LID_102883	novaseq2
LID_102884	LID_102884	novaseq2
LID_102885	LID_102885	novaseq2
LID_102886	LID_102886	novaseq2
LID_102887	LID_102887	novaseq2
LID_102888	LID_102888	novaseq2
LID_102889	LID_102889	novaseq2
LID_102890	LID_102890	novaseq2
LID_102891	LID_102891	novaseq2
LID_102892	LID_102892	novaseq2
LID_102893	LID_102893	novaseq2
LID_102894	LID_102894	novaseq2
LID_102895	LID_102895	novaseq2
LID_102896	LID_102896	novaseq2
LID_102897	LID_102897	novaseq2
LID_102898	LID_102898	novaseq2
LID_102899	LID_102899	novaseq2
LID_102900	LID_102900	novaseq2
LID_102901	LID_102901	novaseq2
LID_102902	LID_102902	novaseq2
LID_102903	LID_102903	novaseq2
LID_102904	LID_102904	novaseq2
LID_102905	LID_102905	novaseq2
LID_102906	LID_102906	novaseq2
LID_102907	LID_102907	novaseq2
LID_102908	LID_102908	novaseq2
LID_102909	LID_102909	novaseq2
LID_102910	LID_102910	novaseq2
LID_102911	LID_102911	novaseq2
LID_102912	LID_102912	novaseq2
LID_102913	LID_102913	novaseq2
LID_102914	LID_102914	novaseq2
LID_102915	LID_102915	novaseq2
LID_102916	LID_102916	novaseq2
LID_102917	LID_102917	novaseq2
LID_102918	LID_102918	novaseq2
LID_102919	LID_102919	novaseq2
LID_102920	LID_102920	novaseq2
LID_102921	LID_102921	novaseq2
LID_102922	LID_102922	novaseq2
LID_102923	LID_102923	novaseq2
LID_102924	LID_102924	novaseq2
LID_102925	LID_102925	novaseq2
LID_102926	LID_102926	novaseq2
LID_102927	LID_102927	novaseq2
LID_102928	LID_102928	novaseq2
LID_102929	LID_102929	novaseq2
LID_102930	LID_102930	novaseq2
LID_102931	LID_102931	novaseq2
LID_102932	LID_102932	novaseq2
LID_102933	LID_102933	novaseq2
LID_102934	LID_102934	novaseq2
LID_102935	LID_102935	novaseq2
LID_102936	LID_102936	novaseq2
LID_102937	LID_102937	novaseq2
LID_102938	LID_102938	novaseq2
LID_102939	LID_102939	novaseq2
LID_102940	LID_102940	novaseq2
LID_102941	LID_102941	novaseq2
LID_102942	LID_102942	novaseq2
LID_102943	LID_102943	novaseq2
LID_102944	LID_102944	novaseq2
LID_102945	LID_102945	novaseq2
LID_102946	LID_102946	novaseq2
LID_102947	LID_102947	novaseq2
LID_102948	LID_102948	novaseq2
LID_102949	LID_102949	novaseq2
LID_102950	LID_102950	novaseq2
LID_102951	LID_102951	novaseq2
LID_102952	LID_102952	novaseq2
LID_102953	LID_102953	novaseq2
LID_102954	LID_102954	novaseq2
LID_102955	LID_102955	novaseq2
LID_102956	LID_102956	novaseq2
LID_102957	LID_102957	novaseq2
LID_102958	LID_102958	novaseq2
LID_102959	LID_102959	novaseq2
LID_102960	LID_102960	novaseq2
LID_102961	LID_102961	novaseq2
LID_102962	LID_102962	novaseq2
LID_102963	LID_102963	novaseq2
LID_102964	LID_102964	novaseq2
LID_102965	LID_102965	novaseq2
LID_102966	LID_102966	novaseq2
LID_102967	LID_102967	novaseq2
LID_102968	LID_102968	novaseq2
LID_102969	LID_102969	novaseq2
LID_102970	LID_102970	novaseq2
LID_102971	LID_102971	novaseq2
LID_102972	LID_102972	novaseq2
LID_102973	LID_102973	novaseq2
LID_102974	LID_102974	novaseq2
LID_102975	LID_102975	novaseq2
LID_102976	LID_102976	novaseq2
LID_102977	LID_102977	novaseq2
LID_102978	LID_102978	novaseq2
LID_102979	LID_102979	novaseq2
LID_102980	LID_102980	novaseq2
LID_102981	LID_102981	novaseq2
LID_102982	LID_102982	novaseq2
LID_102983	LID_102983	novaseq2
LID_102984	LID_102984	novaseq2
LID_102985	LID_102985	novaseq2
LID_102986	LID_102986	novaseq2
LID_102987	LID_102987	novaseq2
LID_102988	LID_102988	novaseq2
LID_102989	LID_102989	novaseq2
LID_102990	LID_102990	novaseq2
LID_102991	LID_102991	novaseq2
LID_102992	LID_102992	novaseq2
LID_102993	LID_102993	novaseq2
LID_102994	LID_102994	novaseq2
LID_102995	LID_102995	novaseq2
LID_102996	LID_102996	novaseq2
LID_102997	LID_102997	novaseq2
LID_102998	LID_102998	novaseq2
LID_102999	LID_102999	novaseq2
LID_103000	LID_103000	novaseq2
LID_103001	LID_103001	novaseq2
LID_103002	LID_103002	novaseq2
LID_103003	LID_103003	novaseq2
LID_103004	LID_103004	novaseq2
LID_103005	LID_103005	novaseq2
LID_103006	LID_103006	novaseq2
LID_103007	LID_103007	novaseq2
LID_103008	LID_103008	novaseq2
LID_103009	LID_103009	novaseq2
LID_103010	LID_103010	novaseq2
LID_103011	LID_103011	novaseq2
LID_103012	LID_103012	novaseq2
LID_103013	LID_103013	novaseq2
LID_103014	LID_103014	novaseq2
LID_103015	LID_103015	novaseq2
LID_103016	LID_103016	novaseq2
LID_103017	LID_103017	novaseq2
LID_103018	LID_103018	novaseq2
LID_103019	LID_103019	novaseq2
LID_103020	LID_103020	novaseq2
LID_103021	LID_103021	novaseq2
LID_103022	LID_103022	novaseq2
LID_103023	LID_103023	novaseq2
LID_103024	LID_103024	novaseq2
LID_103025	LID_103025	novaseq2
LID_103026	LID_103026	novaseq2
LID_103027	LID_103027	novaseq2
LID_103028	LID_103028	novaseq2
LID_103029	LID_103029	novaseq2
LID_103030	LID_103030	novaseq2
LID_103031	LID_103031	novaseq2
LID_103032	LID_103032	novaseq2
LID_103033	LID_103033	novaseq2
LID_103034	LID_103034	novaseq2
LID_103035	LID_103035	novaseq2
LID_103036	LID_103036	novaseq2
LID_103037	LID_103037	novaseq2
LID_103038	LID_103038	novaseq2
LID_103039	LID_103039	novaseq2
LID_103040	LID_103040	novaseq2
LID_103041	LID_103041	novaseq2
LID_103042	LID_103042	novaseq2
LID_103043	LID_103043	novaseq2
LID_103044	LID_103044	novaseq2
LID_103045	LID_103045	novaseq2
LID_103046	LID_103046	novaseq2
LID_103047	LID_103047	novaseq2
LID_103048	LID_103048	novaseq2
LID_103049	LID_103049	novaseq2
LID_103050	LID_103050	novaseq2
LID_103051	LID_103051	novaseq2
LID_103052	LID_103052	novaseq2
LID_103053	LID_103053	novaseq2
LID_103054	LID_103054	novaseq2
LID_103055	LID_103055	novaseq2
LID_103056	LID_103056	novaseq2
LID_103057	LID_103057	novaseq2
LID_103058	LID_103058	novaseq2
LID_103059	LID_103059	novaseq2
LID_103060	LID_103060	novaseq2
LID_103061	LID_103061	novaseq2
LID_103062	LID_103062	novaseq2
LID_103063	LID_103063	novaseq2
LID_103064	LID_103064	novaseq2
LID_103065	LID_103065	novaseq2
LID_103066	LID_103066	novaseq2
LID_103067	LID_103067	novaseq2
LID_103068	LID_103068	novaseq2
LID_103069	LID_103069	novaseq2
LID_103070	LID_103070	novaseq2
LID_103071	LID_103071	novaseq2
LID_103072	LID_103072	novaseq2
LID_103073	LID_103073	novaseq2
LID_103074	LID_103074	novaseq2
LID_103075	LID_103075	novaseq2
LID_103076	LID_103076	novaseq2
LID_103077	LID_103077	novaseq2
LID_103078	LID_103078	novaseq2
LID_103079	LID_103079	novaseq2
LID_103080	LID_103080	novaseq2
LID_103081	LID_103081	novaseq2
LID_103082	LID_103082	novaseq2
LID_103083	LID_103083	novaseq2
LID_103084	LID_103084	novaseq2
LID_103085	LID_103085	novaseq2
LID_103086	LID_103086	novaseq2
LID_103087	LID_103087	novaseq2
LID_103088	LID_103088	novaseq2
LID_103089	LID_103089	novaseq2
LID_103090	LID_103090	novaseq2
LID_103091	LID_103091	novaseq2
LID_103092	LID_103092	novaseq2
LID_103093	LID_103093	novaseq2
LID_103094	LID_103094	novaseq2
LID_103095	LID_103095	novaseq2
LID_103096	LID_103096	novaseq2
LID_103097	LID_103097	novaseq2
LID_103098	LID_103098	novaseq2
LID_103099	LID_103099	novaseq2
LID_103100	LID_103100	novaseq2
LID_103101	LID_103101	novaseq2
LID_103102	LID_103102	novaseq2
LID_103103	LID_103103	novaseq2
LID_103104	LID_103104	novaseq2
LID_103105	LID_103105	novaseq2
LID_103106	LID_103106	novaseq2
LID_103107	LID_103107	novaseq2
LID_103108	LID_103108	novaseq2
LID_103109	LID_103109	novaseq2
LID_103110	LID_103110	novaseq2
LID_103111	LID_103111	novaseq2
LID_103112	LID_103112	novaseq2
LID_103113	LID_103113	novaseq2
LID_103114	LID_103114	novaseq2
LID_103115	LID_103115	novaseq2
LID_103116	LID_103116	novaseq2
LID_103117	LID_103117	novaseq2
LID_103118	LID_103118	novaseq2
LID_103119	LID_103119	novaseq2
LID_103120	LID_103120	novaseq2
LID_103121	LID_103121	novaseq2
LID_103122	LID_103122	novaseq2
LID_103123	LID_103123	novaseq2
LID_103124	LID_103124	novaseq2
LID_103125	LID_103125	novaseq2
LID_103126	LID_103126	novaseq2
LID_103127	LID_103127	novaseq2
LID_103128	LID_103128	novaseq2
LID_103129	LID_103129	novaseq2
LID_103130	LID_103130	novaseq2
LID_103131	LID_103131	novaseq2
LID_103132	LID_103132	novaseq2
LID_103133	LID_103133	novaseq2
LID_103134	LID_103134	novaseq2
LID_103135	LID_103135	novaseq2
LID_103136	LID_103136	novaseq2
LID_103137	LID_103137	novaseq2
LID_103138	LID_103138	novaseq2
LID_103139	LID_103139	novaseq2
LID_103140	LID_103140	novaseq2
LID_103141	LID_103141	novaseq2
LID_103142	LID_103142	novaseq2
LID_103143	LID_103143	novaseq2
LID_103144	LID_103144	novaseq2
LID_103145	LID_103145	novaseq2
LID_103146	LID_103146	novaseq2
LID_103147	LID_103147	novaseq2
LID_103148	LID_103148	novaseq2
LID_103149	LID_103149	novaseq2
LID_103150	LID_103150	novaseq2
LID_103151	LID_103151	novaseq2
LID_103152	LID_103152	novaseq2
LID_103153	LID_103153	novaseq2
LID_103154	LID_103154	novaseq2
LID_103155	LID_103155	novaseq2
LID_103156	LID_103156	novaseq2
LID_103157	LID_103157	novaseq2
LID_103247	LID_103247	novaseq2
LID_103248	LID_103248	novaseq2
LID_103249	LID_103249	novaseq2
LID_103250	LID_103250	novaseq2
LID_103251	LID_103251	novaseq2
LID_103252	LID_103252	novaseq2
LID_103253	LID_103253	novaseq2
LID_103254	LID_103254	novaseq2
LID_103255	LID_103255	novaseq2
LID_103256	LID_103256	novaseq2
LID_103257	LID_103257	novaseq2
LID_103258	LID_103258	novaseq2
LID_103260	LID_103260	novaseq2
LID_103261	LID_103261	novaseq2
LID_103262	LID_103262	novaseq2
LID_103263	LID_103263	novaseq2
LID_103264	LID_103264	novaseq2
LID_103265	LID_103265	novaseq2
LID_103266	LID_103266	novaseq2
LID_103267	LID_103267	novaseq2
LID_103269	LID_103269	novaseq2
LID_103270	LID_103270	novaseq2
LID_103271	LID_103271	novaseq2
LID_103272	LID_103272	novaseq2
LID_103273	LID_103273	novaseq2
LID_103274	LID_103274	novaseq2
LID_103275	LID_103275	novaseq2
LID_103276	LID_103276	novaseq2
LID_103277	LID_103277	novaseq2
LID_103278	LID_103278	novaseq2
LID_103279	LID_103279	novaseq2
LID_103280	LID_103280	novaseq2
LID_103281	LID_103281	novaseq2
LID_103282	LID_103282	novaseq2
LID_103287	LID_103287	novaseq2
LID_103288	LID_103288	novaseq2
LID_103291	LID_103291	novaseq2
LID_103292	LID_103292	novaseq2
LID_103293	LID_103293	novaseq2
LID_103294	LID_103294	novaseq2
LID_103296	LID_103296	novaseq2
LID_103297	LID_103297	novaseq2
LID_103298	LID_103298	novaseq2
LID_103299	LID_103299	novaseq2
LID_103300	LID_103300	novaseq2
LID_103302	LID_103302	novaseq2
LID_103303	LID_103303	novaseq2
LID_103304	LID_103304	novaseq2
LID_103305	LID_103305	novaseq2
LID_103306	LID_103306	novaseq2
LID_103307	LID_103307	novaseq2
LID_103309	LID_103309	novaseq2
LID_103310	LID_103310	novaseq2
LID_103311	LID_103311	novaseq2
LID_103312	LID_103312	novaseq2
LID_103313	LID_103313	novaseq2
LID_103314	LID_103314	novaseq2
LID_103315	LID_103315	novaseq2
LID_103316	LID_103316	novaseq2
LID_103318	LID_103318	novaseq2
LID_103319	LID_103319	novaseq2
LID_103320	LID_103320	novaseq2
LID_103321	LID_103321	novaseq2
LID_103322	LID_103322	novaseq2
LID_103323	LID_103323	novaseq2
LID_103324	LID_103324	novaseq2
LID_103327	LID_103327	novaseq2
LID_103328	LID_103328	novaseq2
LID_103329	LID_103329	novaseq2
LID_103330	LID_103330	novaseq2
LID_103331	LID_103331	novaseq2
LID_103332	LID_103332	novaseq2
LID_103333	LID_103333	novaseq2
LID_103334	LID_103334	novaseq2
LID_103335	LID_103335	novaseq2
LID_103336	LID_103336	novaseq2
LID_103337	LID_103337	novaseq2
LID_103338	LID_103338	novaseq2
LID_103339	LID_103339	novaseq2
LID_103340	LID_103340	novaseq2
LID_103341	LID_103341	novaseq2
LID_103342	LID_103342	novaseq2
LID_103350	LID_103350	novaseq2
LID_103352	LID_103352	novaseq2
LID_103356	LID_103356	novaseq2
LID_103357	LID_103357	novaseq2
LID_103358	LID_103358	novaseq2
LID_103360	LID_103360	novaseq2
LID_103362	LID_103362	novaseq2
LID_103363	LID_103363	novaseq2
LID_103372	LID_103372	novaseq2
LID_103374	LID_103374	novaseq2
LID_103376	LID_103376	novaseq2
LID_103379	LID_103379	novaseq2
LID_103381	LID_103381	novaseq2
LID_103384	LID_103384	novaseq2
LID_103385	LID_103385	novaseq2
LID_103386	LID_103386	novaseq2
LID_103388	LID_103388	novaseq2
LID_103392	LID_103392	novaseq2
LID_103396	LID_103396	novaseq2
LID_103397	LID_103397	novaseq2
LID_103398	LID_103398	novaseq2
LID_103400	LID_103400	novaseq2
LID_103402	LID_103402	novaseq2
LID_103403	LID_103403	novaseq2
LID_103404	LID_103404	novaseq2
LID_103405	LID_103405	novaseq2
LID_103406	LID_103406	novaseq2
LID_103408	LID_103408	novaseq2
LID_103412	LID_103412	novaseq2
LID_103415	LID_103415	novaseq2
LID_103416	LID_103416	novaseq2
LID_103418	LID_103418	novaseq2
LID_103420	LID_103420	novaseq2
LID_103421	LID_103421	novaseq2
LID_103427	LID_103427	novaseq2
LID_103428	LID_103428	novaseq2
LID_103430	LID_103430	novaseq2
LID_103431	LID_103431	novaseq2
LID_103432	LID_103432	novaseq2
LID_103434	LID_103434	novaseq2
LID_103437	LID_103437	novaseq2
LID_103438	LID_103438	novaseq2
LID_103439	LID_103439	novaseq2
LID_103440	LID_103440	novaseq2
LID_103442	LID_103442	novaseq2
LID_103444	LID_103444	novaseq2
LID_103446	LID_103446	novaseq2
LID_103447	LID_103447	novaseq2
LID_103449	LID_103449	novaseq2
LID_103450	LID_103450	novaseq2
LID_103451	LID_103451	novaseq2
LID_103452	LID_103452	novaseq2
LID_103453	LID_103453	novaseq2
LID_103454	LID_103454	novaseq2
LID_103455	LID_103455	novaseq2
LID_103456	LID_103456	novaseq2
LID_103458	LID_103458	novaseq2
LID_103459	LID_103459	novaseq2
LID_103460	LID_103460	novaseq2
LID_103461	LID_103461	novaseq2
LID_103462	LID_103462	novaseq2
LID_103464	LID_103464	novaseq2
LID_103467	LID_103467	novaseq2
LID_103468	LID_103468	novaseq2
LID_103470	LID_103470	novaseq2
LID_103471	LID_103471	novaseq2
LID_103472	LID_103472	novaseq2
LID_103473	LID_103473	novaseq2
LID_103474	LID_103474	novaseq2
LID_103475	LID_103475	novaseq2
LID_103477	LID_103477	novaseq2
LID_103479	LID_103479	novaseq2
LID_103482	LID_103482	novaseq2
LID_103483	LID_103483	novaseq2
LID_103485	LID_103485	novaseq2
LID_103486	LID_103486	novaseq2
LID_103487	LID_103487	novaseq2
LID_103489	LID_103489	novaseq2
LID_103490	LID_103490	novaseq2
LID_103492	LID_103492	novaseq2
LID_103493	LID_103493	novaseq2
LID_103494	LID_103494	novaseq2
LID_103495	LID_103495	novaseq2
LID_103496	LID_103496	novaseq2
LID_103497	LID_103497	novaseq2
LID_103498	LID_103498	novaseq2
LID_103510	LID_103510	novaseq2
LID_103511	LID_103511	novaseq2
LID_103512	LID_103512	novaseq2
LID_103513	LID_103513	novaseq2
LID_103514	LID_103514	novaseq2
LID_103515	LID_103515	novaseq2
LID_103516	LID_103516	novaseq2
LID_103517	LID_103517	novaseq2
LID_103518	LID_103518	novaseq2
LID_103519	LID_103519	novaseq2
LID_103520	LID_103520	novaseq2
LID_103521	LID_103521	novaseq2
LID_103522	LID_103522	novaseq2
LID_103523	LID_103523	novaseq2
LID_103524	LID_103524	novaseq2
LID_103525	LID_103525	novaseq2
LID_103526	LID_103526	novaseq2
LID_103527	LID_103527	novaseq2
LID_103528	LID_103528	novaseq2
LID_103529	LID_103529	novaseq2
LID_103530	LID_103530	novaseq2
LID_103531	LID_103531	novaseq2
LID_103532	LID_103532	novaseq2
LID_103533	LID_103533	novaseq2
LID_103534	LID_103534	novaseq2
LID_103543	LID_103543	novaseq2
LID_103544	LID_103544	novaseq2
LID_103545	LID_103545	novaseq2
LID_103546	LID_103546	novaseq2
LID_103547	LID_103547	novaseq2
LID_103548	LID_103548	novaseq2
LID_103549	LID_103549	novaseq2
LID_103550	LID_103550	novaseq2
LID_103551	LID_103551	novaseq2
LID_103552	LID_103552	novaseq2
LID_103553	LID_103553	novaseq2
LID_103554	LID_103554	novaseq2
LID_103555	LID_103555	novaseq2
LID_103556	LID_103556	novaseq2
LID_103557	LID_103557	novaseq2
LID_103558	LID_103558	novaseq2
LID_103559	LID_103559	novaseq2
LID_103560	LID_103560	novaseq2
LID_103561	LID_103561	novaseq2
LID_103562	LID_103562	novaseq2
LID_103563	LID_103563	novaseq2
LID_103564	LID_103564	novaseq2
LID_103565	LID_103565	novaseq2
LID_103566	LID_103566	novaseq2
LID_103567	LID_103567	novaseq2
LID_103568	LID_103568	novaseq2
LID_103569	LID_103569	novaseq2
LID_103570	LID_103570	novaseq2
LID_103571	LID_103571	novaseq2
LID_103572	LID_103572	novaseq2
LID_103574	LID_103574	novaseq2
LID_103575	LID_103575	novaseq2
LID_103576	LID_103576	novaseq2
LID_103577	LID_103577	novaseq2
LID_103579	LID_103579	novaseq2
LID_103580	LID_103580	novaseq2
LID_103581	LID_103581	novaseq2
LID_103582	LID_103582	novaseq2
LID_103591	LID_103591	novaseq2
LID_103592	LID_103592	novaseq2
LID_103593	LID_103593	novaseq2
LID_103594	LID_103594	novaseq2
LID_103595	LID_103595	novaseq2
LID_103596	LID_103596	novaseq2
LID_103597	LID_103597	novaseq2
LID_103598	LID_103598	novaseq2
LID_103599	LID_103599	novaseq2
LID_103600	LID_103600	novaseq2
LID_103601	LID_103601	novaseq2
LID_103602	LID_103602	novaseq2
LID_103603	LID_103603	novaseq2
LID_103604	LID_103604	novaseq2
LID_103605	LID_103605	novaseq2
LID_103606	LID_103606	novaseq2
LID_103607	LID_103607	novaseq2
LID_103608	LID_103608	novaseq2
LID_103611	LID_103611	novaseq2
LID_103612	LID_103612	novaseq2
LID_103613	LID_103613	novaseq2
LID_103615	LID_103615	novaseq2
LID_103616	LID_103616	novaseq2
LID_103617	LID_103617	novaseq2
LID_103618	LID_103618	novaseq2
LID_103619	LID_103619	novaseq2
LID_103621	LID_103621	novaseq2
LID_103627	LID_103627	novaseq2
LID_103629	LID_103629	novaseq2
LID_103630	LID_103630	novaseq2
LID_103632	LID_103632	novaseq2
LID_103637	LID_103637	novaseq2
LID_103643	LID_103643	novaseq2
LID_103652	LID_103652	novaseq2
LID_103654	LID_103654	novaseq2
LID_103655	LID_103655	novaseq2
LID_103659	LID_103659	novaseq2
LID_103662	LID_103662	novaseq2
LID_103663	LID_103663	novaseq2
LID_103664	LID_103664	novaseq2
LID_103665	LID_103665	novaseq2
LID_103666	LID_103666	novaseq2
LID_103667	LID_103667	novaseq2
LID_103668	LID_103668	novaseq2
LID_103670	LID_103670	novaseq2
LID_103672	LID_103672	novaseq2
LID_103674	LID_103674	novaseq2
LID_103675	LID_103675	novaseq2
LID_103676	LID_103676	novaseq2
LID_103684	LID_103684	novaseq2
LID_103692	LID_103692	novaseq2
LID_103693	LID_103693	novaseq2
LID_103694	LID_103694	novaseq2
LID_103695	LID_103695	novaseq2
LID_103696	LID_103696	novaseq2
LID_103698	LID_103698	novaseq2
LID_103699	LID_103699	novaseq2
LID_103700	LID_103700	novaseq2
LID_103701	LID_103701	novaseq2
LID_103702	LID_103702	novaseq2
LID_103703	LID_103703	novaseq2
LID_103704	LID_103704	novaseq2
LID_103705	LID_103705	novaseq2
LID_103715	LID_103715	novaseq2
LID_103716	LID_103716	novaseq2
LID_103718	LID_103718	novaseq2
LID_103719	LID_103719	novaseq2
LID_103720	LID_103720	novaseq2
LID_103721	LID_103721	novaseq2
LID_104098	LID_104098	novaseq2
LID_104099	LID_104099	novaseq2
LID_104100	LID_104100	novaseq2
LID_104101	LID_104101	novaseq2
LID_104102	LID_104102	novaseq2
LID_104103	LID_104103	novaseq2
