"","LID_100065","LID_100068","LID_100069","LID_100081","LID_100092","LID_100100","LID_100103","LID_100110","LID_100111","LID_100113","LID_100122","LID_100123","LID_100124","LID_100127","LID_100208","LID_100216","LID_100218","LID_100220","LID_100227","LID_100230","LID_100232","LID_100233","LID_100252","LID_101557","LID_101559","LID_101561","LID_101563","LID_101565","LID_101568","LID_101572","LID_101574","LID_101576","LID_101578","LID_101580","LID_101582","LID_101583","LID_101588","LID_101589","LID_101595","LID_101598","LID_101599","LID_101600","LID_101603","LID_101605","LID_101607","LID_101609","LID_101611","LID_101614","LID_101615","LID_101626","LID_101627","LID_101628","LID_101629","LID_101631","LID_101635","LID_101639","LID_101643","LID_101646","LID_101647","LID_101649","LID_101651","LID_101653","LID_101655","LID_101657","LID_101659","LID_101661","LID_101664","LID_101665","LID_101668","LID_101670","LID_101672","LID_101676","LID_101678","LID_101682","LID_101691","LID_101694","LID_101695","LID_101697","LID_101699","LID_101701","LID_101702","LID_101704","LID_101706","LID_101709","LID_101710","LID_101720","LID_101721","LID_101723","LID_101725","LID_101726","LID_101728","LID_101731","LID_101732","LID_101735","LID_101739","LID_101740","LID_101744","LID_101746","LID_101749","LID_101751","LID_101754","LID_101755","LID_101757","LID_101759","LID_101762","LID_101764","LID_101766","LID_101769","LID_101771","LID_101773","LID_101775","LID_101779","LID_101781","LID_101783","LID_101788","LID_101789","LID_101790","LID_101793","LID_101795","LID_101796","LID_101798","LID_101800","LID_101803","LID_101805","LID_101812","LID_101815","LID_101816","LID_101819","LID_101820","LID_101822","LID_101825","LID_101827","LID_101829","LID_101835","LID_101836","LID_101839","LID_101840","LID_101842","LID_101844","LID_101846","LID_101848","LID_101850","LID_101852","LID_101854","LID_101857","LID_101859","LID_101861","LID_101863","LID_101865","LID_101871","LID_101873","LID_101877","LID_101880","LID_101883","LID_101884","LID_101885","LID_101887","LID_101888","LID_101890","LID_101892","LID_101894","LID_101896","LID_101898","LID_101901","LID_101902","LID_101908","LID_101911","LID_101912","LID_101916","LID_101921","LID_101923","LID_101924","LID_101931","LID_101932","LID_101934","LID_101938","LID_101939","LID_101941","LID_101943","LID_101945","LID_101947","LID_101949","LID_101952","LID_101954","LID_101956","LID_101958","LID_101959","LID_101961","LID_101962","LID_101963","LID_101964","LID_101966","LID_101967","LID_101969","LID_101972","LID_101973","LID_101974","LID_101978","LID_101980","LID_101982","LID_101983","LID_101985","LID_101986","LID_101989","LID_101992","LID_101994","LID_101996","LID_101997","LID_102003","LID_102006","LID_102009","LID_102011","LID_102013","LID_102015","LID_102016","LID_102018","LID_102019","LID_102022","LID_102023","LID_102024","LID_102025","LID_102029","LID_102031","LID_102032","LID_102034","LID_102036","LID_102038","LID_102040","LID_102042","LID_102044","LID_102047","LID_102049","LID_102051","LID_102054","LID_102056","LID_102057","LID_102060","LID_102062","LID_102065","LID_102066","LID_102068","LID_102076","LID_102077","LID_102079","LID_102081","LID_102083","LID_102085","LID_102088","LID_102090","LID_102100","LID_102101","LID_102103","LID_102105","LID_102107","LID_102112","LID_102114","LID_102116","LID_102121","LID_102123","LID_102125","LID_102127","LID_102129","LID_102131","LID_102133","LID_102135","LID_102137","LID_102139","LID_102141","LID_102144","LID_102146","LID_102148","LID_102149","LID_102150","LID_102154","LID_102158","LID_102161","LID_102162","LID_102167","LID_102170","LID_102173","LID_102174","LID_102176","LID_102178","LID_102183","LID_102185","LID_102195","LID_102197","LID_102198","LID_102200","LID_102202","LID_102205","LID_102208","LID_102212","LID_102215","LID_102216","LID_102218","LID_102220","LID_102222","LID_102224","LID_102226","LID_102228","LID_102230","LID_102232","LID_102234","LID_102237","LID_102239","LID_102241","LID_102243","LID_102245","LID_102247","LID_102249","LID_102250","LID_102252","LID_102253","LID_102256","LID_102258","LID_102264","LID_102265","LID_102268","LID_102269","LID_102271","LID_102273","LID_102275","LID_102278","LID_102279","LID_102290","LID_102293","LID_102295","LID_102297","LID_102300","LID_102301","LID_102304","LID_102307","LID_102309","LID_102310","LID_102311","LID_102313","LID_102315","LID_102721","LID_102722","LID_102723","LID_102725","LID_102726","LID_102727","LID_102728","LID_102732","LID_102733","LID_102735","LID_102736","LID_102737","LID_102738","LID_102739","LID_102740","LID_102741","LID_102742","LID_102743","LID_102744","LID_102748","LID_102749","LID_102750","LID_102751","LID_102753","LID_102754","LID_102755","LID_102756","LID_102757","LID_102758","LID_102759","LID_102760","LID_102764","LID_102765","LID_102766","LID_102767","LID_102768","LID_102769","LID_102770","LID_102771","LID_102772","LID_102773","LID_102774","LID_102775","LID_102776","LID_102780","LID_102781","LID_102782","LID_102783","LID_102785","LID_102786","LID_102787","LID_102788","LID_102789","LID_102790","LID_102791","LID_102792","LID_102796","LID_102797","LID_102798","LID_102800","LID_102802","LID_102804","LID_102805","LID_102807","LID_102808","LID_102812","LID_102813","LID_102814","LID_102817","LID_102818","LID_102819","LID_102820","LID_102821","LID_102822","LID_102824","LID_102826","LID_102827","LID_102828","LID_102829","LID_102830","LID_102831","LID_102832","LID_102833","LID_102834","LID_102835","LID_102836","LID_102837","LID_102838","LID_102839","LID_102840","LID_102841","LID_102842","LID_102844","LID_102845","LID_102847","LID_102848","LID_102849","LID_102850","LID_102851","LID_102852","LID_102853","LID_102854","LID_102855","LID_102856","LID_102857","LID_102858","LID_102859","LID_102861","LID_102862","LID_102863","LID_102864","LID_102865","LID_102866","LID_102868","LID_102869","LID_102870","LID_102871","LID_102872","LID_102873","LID_102874","LID_102876","LID_102877","LID_102878","LID_102879","LID_102881","LID_102882","LID_102883","LID_102884","LID_102885","LID_102886","LID_102887","LID_102888","LID_102889","LID_102892","LID_102893","LID_102895","LID_102896","LID_102897","LID_102900","LID_102901","LID_102902","LID_102903","LID_102904","LID_102905","LID_102906","LID_102907","LID_102908","LID_102909","LID_102910","LID_102911","LID_102914","LID_102917","LID_102918","LID_102919","LID_102920","LID_102921","LID_102924","LID_102925","LID_102926","LID_102927","LID_102928","LID_102930","LID_102932","LID_102933","LID_102936","LID_102939","LID_102941","LID_102943","LID_102944","LID_102945","LID_102949","LID_102952","LID_102953","LID_102955","LID_102956","LID_102957","LID_102959","LID_102960","LID_102963","LID_102964","LID_102965","LID_102968","LID_102969","LID_102970","LID_102971","LID_102972","LID_102973","LID_102976","LID_102979","LID_102980","LID_102981","LID_102984","LID_102988","LID_102989","LID_102990","LID_102994","LID_102996","LID_102997","LID_102998","LID_102999","LID_103001","LID_103005","LID_103007","LID_103014","LID_103017","LID_103024","LID_103025","LID_103026","LID_103032","LID_103037","LID_103038","LID_103040","LID_103042","LID_103045","LID_103046","LID_103049","LID_103054","LID_103060","LID_103068","LID_103069","LID_103070","LID_103077","LID_103085","LID_103093","LID_103097","LID_103100","LID_103101","LID_103106","LID_103107","LID_103108","LID_103112","LID_103115","LID_103117","LID_103119","LID_103121","LID_103123","LID_103124","LID_103125","LID_103127","LID_103128","LID_103129","LID_103133","LID_103141","LID_103143","LID_103145","LID_103146","LID_103148","LID_103149","LID_103150","LID_103247","LID_103248","LID_103249","LID_103251","LID_103252","LID_103255","LID_103256","LID_103258","LID_103261","LID_103262","LID_103264","LID_103266","LID_103267","LID_103270","LID_103274","LID_103278","LID_103279","LID_103282","LID_103287","LID_103288","LID_103292","LID_103294","LID_103296","LID_103297","LID_103298","LID_103300","LID_103302","LID_103303","LID_103304","LID_103307","LID_103311","LID_103312","LID_103314","LID_103315","LID_103316","LID_103320","LID_103322","LID_103327","LID_103328","LID_103329","LID_103331","LID_103332","LID_103333","LID_103334","LID_103335","LID_103336","LID_103337","LID_103338","LID_103339","LID_103340","LID_103352","LID_103356","LID_103358","LID_103374","LID_103396","LID_103397","LID_103398","LID_103421","LID_103427","LID_103428","LID_103430","LID_103495","LID_103496","LID_103497","LID_103498","LID_103510","LID_103512","LID_103513","LID_103517","LID_103519","LID_103521","LID_103522","LID_103523","LID_103527","LID_103528","LID_103529","LID_103530","LID_103532","LID_103544","LID_103545","LID_103549","LID_103550","LID_103552","LID_103553","LID_103554","LID_103555","LID_103556","LID_103557","LID_103558","LID_103559","LID_103560","LID_103561","LID_103563","LID_103564","LID_103565","LID_103567","LID_103568","LID_103569","LID_103570","LID_103574","LID_103575","LID_103594","LID_103595","LID_103596","LID_103607","LID_103608","LID_103612","LID_103613","LID_103615","LID_103616","LID_103618","LID_103643","LID_103654","LID_103696","LID_103698","LID_103699","LID_103700","LID_103701","LID_103702","LID_103703","LID_103704","LID_103705","LID_103720","LID_104117","LID_104119","LID_104120","LID_104122","LID_104127","LID_104129","LID_104132","LID_104139","LID_104141","LID_104142","LID_104145","LID_104147","LID_104149","LID_104152","LID_104154","LID_104155","LID_104156","LID_104157","LID_104158","LID_104159","LID_104160","LID_104161","LID_104162","LID_104163","LID_104166","LID_104169","LID_104170","LID_104171","LID_104172","LID_104173","LID_104175","LID_104177","LID_104178","LID_104185","LID_104186","LID_104187","LID_104188","LID_104191","LID_104192","LID_104194","LID_104199","LID_104200","LID_104204","LID_104206","LID_104207","LID_104209","LID_104210","LID_104221"
"Amino Acid Metabolism",177692567.32,105380519.81,82175015.72,135050975.79,152348158.44,4822560.62,30632348.85,115758429.83,118837950.86,208159916.08,212776603.02,169501820.91,145919225.42,214647081.18,34336934.6,56657045.64,63219410.79,48636543.77,47124303.97,246481105.62,49345404.45,40670329.54,55234030.4,81661775.15,161480897.13,93669132.71,58340522.43,273600490.16,287969817.26,110204342.74,77581872.48,229493322.93,172937213.61,77139082.43,112764482,41593267.32,63880557.05,41109519.36,61380481.62,54706759.21,47202805.44,102797049.54,108387420.34,94523432.77,51415049.58,71722640.45,76512825.08,64251116.96,129384093.52,39421545.85,81106058.03,172906768.78,91550768.99,78600466.45,7790721.74,110261551.6,99978032.51,50465755.52,151467802.15,118875951.13,86903509.8,43124302.55,6577333.39,61388971.51,47679181.47,101589837.73,4791832.43,92694136.94,28455503.07,23946981.16,46777535.58,13229251.02,16845917.18,13719734.58,16693785.43,3255326.72,75133901.96,73197420.83,99577645,9701701.37,17109391.9,11698321.85,13292124.93,48391606.89,6024415.52,33321007,40981082.01,34229100.2,41750345.68,9542311.95,21405249.91,45652307.82,78648824.99,4539206.48,31158763.77,71700800.05,5194365.34,3612405.9,84148377.05,89461667.99,84956634.63,136979792.07,107975534.42,60846149.23,103740762.82,136218628.17,186693718.73,110678261.31,23169921.61,91484344.61,117203335.34,3643310.3,35245564.87,78623621.07,48261094.54,25622879.82,93415230.06,97488237.32,192084645.67,178946674.72,19431316.79,47084242.02,87571764.54,121498208.72,46052089.7,97783035.1,31904333.31,211803766.57,157505955.89,45187207.8,6155712.66,101591197.96,19483660.25,82088353.16,79389122.04,87282426.79,128774355.91,93649655.48,15482342.13,95141099.23,54377958.25,99450469.92,50476039.83,128753219.48,60656231.64,74001684.33,129217554.28,794865144.05,28495590.13,107090634.62,116898168.6,66249933.71,144017766.52,70497381.79,52370709.42,59191855.39,8973020.4,95548134.48,113827457.42,29762264.24,299445446.08,9912266.37,105264103.54,110679603.55,99034831.67,26300192.21,119504081.32,88317915.3,99449978.24,76182142.17,54658688.05,19943393.07,12464230.42,11485638.18,102243099.12,83456474.54,39135626.36,112824842.85,103566274.43,122853742.67,30833677.45,41979476.3,139177699.75,112328927.74,105465609.48,30919719.6,154574276.02,72737245.47,80651797.17,103871230.91,17179216.43,42686416.34,45555666.4,76380357.96,13035526.94,24206659.43,45843150.49,111768508.1,48897823.98,69424355.38,57742552.79,92569818.44,1175518038.53,73161753.03,68454365.76,60337373.58,74105798.59,86734087.24,54882979.91,88711924.32,51318216.68,52670001.1,87120412.88,90810246.28,108248948.26,98440789.43,17751253.89,1252745410.31,31873941.2,114719519.45,47972826.33,82143490.39,49794605.22,25222505.52,35233864.97,36641826.43,41852583.16,20032061.44,19802521.77,15207156.83,15495479.63,93154407.51,72052698.51,14957862.04,9010116.32,14119738.74,31874919.54,263615278.28,24143539.96,32400717.8,66055378.54,56522067.86,5294245.49,21957977.36,52552116.34,25182966.68,10445202.87,70129175.03,26317365.42,41070104.62,27135627.42,20495898.09,18434059.35,15285629.37,18115204.07,30921850.11,72855086.96,13860951.45,38238582.91,46329347.16,96921621.5,105987530.72,61672799.46,71060370.66,74490823.12,57511937.54,84546284.59,86176091.24,121418012.69,84640982.75,60532377.7,32412082.27,46918963.53,36244703.94,36031673.47,38362307.45,69584790.71,84327576.84,59088937.26,59801563.13,19865129.78,96216240.52,78127214.74,84123784.72,73113911.64,77966942.38,71638905.56,41996923.2,66966153.7,35796717.93,63027841.42,30185518.91,82729668.89,92627956.47,69273637.71,38561773.62,44315702.32,63416931.87,50314266.33,70073485.3,77324971.04,10307041.55,33480586.57,55173607.25,57022825.23,71727241.07,57280092.58,74350671.39,46878052.65,15795601.76,20291811.37,89867070.74,65522779.67,17855996.03,11744056.95,18895608.35,40622595.45,68541273.07,84751966.12,62980268.03,82358901.88,126167059.58,71513310.64,144420492.96,60630687.9,10983393.91,53306726.71,14817393.64,80281674.45,97658847.52,36216844.01,45509393.53,64013879.19,42191543.36,115550430.81,81871461.82,74593996.69,116762257.56,50277359.24,13581651.3,15080866.7,27770334.19,115574703.88,24168601.34,15911113.79,33773629.8,39543314.26,23316659.71,22025137.22,47100269.13,74213181.97,65469268.77,96505204.76,129512537.65,101574465.47,35578347.56,20333618.75,54823025.58,90887341.39,10613188.25,54643472.46,102910304.86,63807371.24,26328160.77,74241903.38,66872660.47,93298313.28,36886960.26,26898670.19,76373636.47,111600436.12,66904945.94,40300446.35,13465160.62,79465765.63,66253918.64,48415807.93,20226558.44,99541962.36,28875273.13,24333312.14,18575708.21,64778338.71,88239851.08,29315343.93,22105278.75,62109171.25,14926828.73,52100427.08,135101395.23,109232704.14,77896433.31,9215652.9,67790861.62,99561076.38,37235213.93,82591562.41,38790133.23,15222049.91,66753298.73,98424829.11,12173995.59,28188218.02,31354514.1,50184537.9,13568117.75,8810592.45,67035534.04,26055345.3,17125391.03,52130370,12528809.08,152041248.55,216247832.9,22154406.99,195991536.1,67738775.12,23432090.7,146506113.97,22893518.91,179495689.44,54858408.19,21482309.94,35275235.71,35388100.47,42190939.93,52275796.42,167061578.2,31581686.68,136984486.08,34040578.22,33482766.47,57972534.09,219228416.88,31229606.71,115218285.92,15696214.36,103102058.98,92184088.37,40423083.66,59353483.18,43354046.78,73849466.46,37045788.63,13736209.52,117906874.61,56422999.82,18942966.48,102039476.27,30497109.67,13648891.06,26932262.41,65650626.94,45038284.32,157622759.58,15815055.54,9493876.95,10812190.35,8185730.62,13828822.73,56420736.17,39362860.03,50978655.48,175317748.7,77131591.9,122021545.03,7274042.86,84290807.71,195793822.36,129260425.56,1176237182.77,10121986.62,84896160.78,1342344447.8,13228693.75,138953295.74,9727263.09,12535911.04,47382668.01,370976081.54,367695454.64,154038353.05,100104214.86,28934468.65,33562469.15,16811337.1,17525253.15,165814922.25,8621760.07,40799580.65,20867669.9,38838421.63,99549768.04,20500965.22,33682786.82,22570745.2,21344728.28,13102921.58,106945401.94,12736286.19,41313765.41,57165814.54,51256817.04,64883729.08,111399675.21,3835428.95,23746370.62,67096317.64,54051553.29,108770539.25,23549486.17,9421410.03,20562406.67,98868847.64,21243893.37,84319514.16,10872100.33,17776892.15,89169713.56,14772371.19,8021241.03,32079793.97,16825405.79,16324678.92,24730231.42,46974527.85,109858272.12,40846409.61,42054869.82,48074219.37,6628248.12,20990187.98,84704374.13,7989968,63438065,50300051.27,40884524.81,27294821.4,11814743.11,13966675.24,18402384.79,42118570.47,90437753.05,49493144.32,40468932.72,16343580.47,6234176.46,33226528.43,55608600.69,114401827.22,13392660.63,61530773.02,7383091.13,11163126.77,11213224.9,36153853.25,62223720.13,47060556.07,20486667.81,76571226.13,40561088.02,90240859.21,6360580.56,57082972.81,17227204.18,74170034.24,13337780.58,32633645.69,64527239.38,3552617.42,4518591.21,31075078.04,134083091.79,18766558.86,8220108.24,28982557.61,7802156.96,16163098.86,86134095.99,76204758.84,10491637.85,97549581.14,40543004.77,88397618.68,46920963.72,19231143.48,36379688.31,32971654.07,27100560.08,30223712.97,23822815.49,16046375.59,34644976.26,29415507.48,27202902.47,26085674.86,15845027.05,21384019.39,9734024.66,30537459.61,36143867.12,18451463.23,27279092.65,19522542.67,110701531.46,24313831.91,22401947.67,94840097.81,17935362.98,28514409.76,30321369.08,32449472.98,30607928.89,24971475.13,22057651.48,32120869.02,30859074.87,27030858.79,19226549.93,20496548.8,23889424.68,25064602.35,33072427.27,35551228,25211257.02,25872720.78,145985601.82,26943180.62,31530513.21,16861921.01,26346815.57,22891493.98,92857009.18,156749691,25527548.97,120150098.22,141465522.74,9167063.15,24017389.09,5638716.85,37502881.58,18404967.16,13914088.83,11650551.97,22581501.68,26491125.53,41328277.03,31789397.22,34576980.06,49849107.88,23664576.13,28919794.32,35525635.2,36519139.28,30329023.68,19810729.37,67784393.62,33505543.16,28079412.16,94885999.85,12782905.3,14358316.86,39097425.3,27699038.5,29725969.63,20949817.05,33431240.12,28525973.49,23100959.2,26127152.12,31365955.94,20573700.83,154310590.36,118944624.28,125884147.54,26523882.74,13980208.88,40499436.17,36905026.84,118365100.25,22468899.09,22818810.64,34013205.4,46001851.23,183877388.61,23907505.55,23335917.25,106837972.54,34411054.98,40450593.58,42647683.82,24081449.08,28322812,60848838.97,70602986.9,68350355.07,72531895.7,14448949.94,47452181.15,87368041.4,74769913.27,1687702646.41,1255655910.98,853981716.38,571867132.59,140264466.86,297197762.6,454367016.67,421488358.81,47407998,23616769.99,7200347.92,40944022.5,13891137.86,101871252.29,69315150.48,367015950.72,40192672.65,45167180.57,29206287.08,4799563.75,12229981.14,29712537.37,55768865.19,89174076.04,160002778.74,30303747.84,3739750.5,8618054.46,27452328.3,52417459.11,43924122.43,119185869.59,87078250.27,26729774.5,206995383.06,17318119.92,215949515.26,35542397.67,6608774.72,153224876.01,360511134.99,279663717.25,54644903.11,50776408.33,12407541.89,54476227.99,44925313.41,44957474.13,31424520.98,6811755.13,4696224.09,20715469.07,8479269.18,46774835.54,8841308.68,18031629.9,14837557.11
"Biosynthesis of Other Secondary Metabolites",16658052.82,9436998.18,7703706.49,12125654.68,14264015.48,445239.72,2825139.06,10677273.42,10703767.08,19572580.18,19091226.26,16125751.76,13300518.23,18001220.74,3221876.87,5150998.42,5760555.18,4486710.32,4303755.75,22229892.13,4449518.44,3778673.3,4988964.7,7622599.16,14948620.68,8643530.93,5627735.68,25229153.72,25120959.86,9982791.99,7216372.29,21796876.41,15486970.07,7201220.42,10242063.87,3761863.11,5717987.94,3888387.45,5687500.34,5139766.74,4295581.78,9481172.11,9937265.48,8999112.2,4678108.25,6727961.29,7207297.4,6091742.42,12032497.22,3656730.53,7448851.73,15815947.64,8343889.73,7058258.83,689710.67,10183672.87,9146313.7,4591289.28,14341387.13,11301764.72,7623931.54,3965735.91,569596.86,5784467.58,4294995.95,8776985.18,420209.13,8556129.69,2500879.19,2208573.62,4357632.01,1225954.41,1494244.69,1208892.89,1563561.04,291259.49,6700356.22,6695160.85,8853590.49,911619.35,1523475.76,1072797.6,1197424.6,4501855.25,564932.8,3011438.21,3732571.23,3142976.65,3747443.52,860858.71,1946797.17,3974644.03,7203036.11,418563.81,2778251.99,6585668.84,503056.39,347488.65,7797551.88,8129521.97,7661610.92,13110834.22,10029764.51,5385646.03,9402969.75,12390088.89,16809630.88,10613406.27,2134429.87,8323222.4,10972862.55,336996.04,3093362.88,6982547.52,4381698.1,2365986.69,8641166.86,8720624.91,18038454.9,16682242.48,1810012,4252661.62,7972285.64,11182861.38,4181401.73,9031820.62,2913116.49,19260700.15,14448515.62,3867586.92,551459,9634066.19,1760942.09,7517568.37,7790233.41,8090622.16,12041076.5,8590757.96,1429689.5,8558079.69,4835509.15,12146000.33,4611331.27,11795113.75,5948720.25,9087914.65,11781200.77,70290534.04,2607172.09,9179078.97,10419185.69,6079050.63,13474479.33,6406851.47,4826702.82,5317648.87,754375.61,8657140.73,10503687.01,2770619.46,27584583.3,899261.02,9514396.85,9986469.35,8907556.02,2299874.08,11769792.16,7800549.7,9029261.12,7110704.8,4751287.68,1798701.04,1121180.78,1070622.4,9627005.56,7479787.57,3394137.68,10366403.81,9538431.2,11541141.64,2855504.83,3972552.08,12628028.76,10214518.42,9686935.6,3289726.45,14794376.69,6377261.78,7046481.19,9664039.89,1560691.96,3580962.07,4143164.22,6698821.12,1123863.36,2209108.22,4233269.17,10058908.25,4383517.18,6370778.44,5072382.82,8790381.34,110762760.03,6252854.44,6231331.95,5434310.96,6757192.41,8101002.89,5051928.01,8391494.91,4576008.89,5133450,8127316.18,8276015.74,10204022.58,9036038.51,1622470.8,114550516.64,2885265.11,10534679.66,4390843.33,7482100.69,4568644.04,2294871.16,3097813.72,3303610.45,3764773.54,1889276.36,1752787.89,1372048.26,1359707.97,8292550.03,6639787.54,1250457.07,812864.29,1276681.02,2750440.18,24197740.89,2453754.35,2991530.19,6106638.23,5141151.87,484994.16,2021307.85,4776674.98,2404815.35,954172.19,6653465.64,2504996.42,3737866.85,2391285.42,1844105.82,1684130.2,1357119.44,1645702.42,2824180.05,6919372.11,1248255.48,3614929.67,4175910.89,9021834.88,9722493.49,5557563.71,6394820.56,8230089.87,5411973.08,7616382.94,7609467.39,10862250.92,7625748.09,5140533.34,2944381.67,4028383.08,3051920.01,3354946.77,3559099.92,6392055.12,7757796.06,5551049.6,5332563.84,1800105.52,8951777.91,7292310.98,7955183.17,6775608.47,6968685.86,6539484.91,3783110.36,6071753.74,3259311.87,5695102.88,2773587.77,7557400.29,8315050.38,7026719.56,3747883.31,3978716.47,5937823.04,4652601.92,6377302.43,7095893.07,799022.51,2954859.96,4896010.09,5278012.38,6484871.69,5420000.99,6808467.54,4170090.08,1464092.48,1756638.6,8367669.68,5903018.1,1623099.41,1097451.6,1684616.92,3730746.33,6277063.02,7411716.98,5804269.66,7681622.98,11788717.77,6136388.26,12938329.27,5572018.47,979236.68,4805046.55,1343466.18,6817804.83,8705255.1,3331417.63,4142402.29,5991846.62,3854875.37,10680988.83,7769267.95,6768318.29,10709512.02,4685360.31,1304347.85,1380006.78,2598823.92,10728484.96,2206386.99,1508192.78,3064459.04,3649287.26,2081861.84,2012069.92,4271796.86,6900614.05,5952515.62,8827907.64,11841782.84,9254956.91,3292995.19,1884613.49,4964647.38,8889129.45,984391.3,5168587.12,9135814.3,5652739.85,2421260.84,6913302.07,6266387.41,8771476.12,3349320.7,2364963.88,7024896.05,10238796.92,6056528.04,3575330.82,1222085.78,7292482.17,6130825.97,4490023.41,1824484.65,8953183.9,2754742.66,2129336.42,1657498.19,5888999.4,8587995.12,2358247.94,2043033.35,5713782.88,1351923.49,4537103.54,12458800.94,9950168.55,7298653.41,822810.75,6084525.99,8979708.25,3434335.86,7405903.28,3532733.28,1414398.4,6306428.14,9205932.37,1081500.68,2583748.89,2956683.59,4627278.66,1237185.53,808690.75,6262278.87,2375015.37,1551728.02,4897843.8,1156475.49,14015444.82,19698802.52,2052222.87,17935394.86,6134943.85,2146476.78,13164988.89,2135979.89,16355713.75,5174763.61,1958699.88,3251119.3,3315517.02,3862587.23,4738757.55,15383583.86,2949681.68,12521182.72,3131473.17,3084440.5,5317719.75,20182175.82,2876530.02,10794838.81,1441520.55,9273360.53,8351172.59,3649334.03,5318241.44,3980596.08,6793877.86,3473159.83,1250111.41,10677671.48,5119705.22,1705863.08,9346697.5,2822574.04,1275273.32,2402988.3,6152847.9,4091963.87,14792759.3,1474776.49,882177.3,1014057.68,754159.47,1292070.09,5239448.54,3597268.92,4561530.84,16781016.35,7046370.31,10808171.16,680103.49,7704429.86,17887824.1,12370490.3,107480861.24,944830.33,7638470.82,121902164.18,1222957.27,12869872.9,871722.93,1182902.5,4336826.88,34116198.81,33242506.86,13998318.99,9013879.03,2676344.57,3030253.47,1564649.38,1606437.18,15673366.21,790799.74,3705771.29,1924978.6,3457484.05,9325898.38,1866339.61,3130814.25,2068269.58,1990756.68,1151986.97,9570522.9,1177251.58,3781472.03,5264604.93,4581426.37,5810793.71,9954506.7,365325.59,2138108.73,6028156.84,4884664.94,9808399.17,2126340.86,855538.05,1828307.41,9071257.09,1914926.81,7564692.92,1008970.79,1659256.51,8073326.92,1333146.61,738388.1,2951077.19,1503669.15,1475311.12,2243341.93,4464285.2,10363730.41,3867469.75,3764658.7,4354880.93,629462.54,1990088.66,7787138.5,736246.44,5808846.28,4841341.25,3724131.58,2281865.11,1072099.18,1316983.78,1672805.85,3853781.47,8352490.79,4603797.81,3611174.36,1474826.25,582470.59,3132027.33,5026089.89,10361246.17,1247175.36,5832871.34,670346.44,1033307.27,1031412.72,3354567.14,5727435.29,4413656.39,1826491.63,6795821.1,3706183.75,8493400.82,556995.24,5124025.97,1595323.25,6813992.17,1204050.48,2929709.36,5717826.37,316721.84,387126.56,2790152.53,12140965.9,1726847.09,719058.59,3665844.5,704185.48,1441670.57,7783314.65,6713639.55,942682.76,8577414.1,3692361.34,8615303.33,4322514.72,1773916.73,3440258.84,3102092.07,2622894.51,2685926.44,2175015.14,1397114.31,3149229.12,2667313.6,2497012.87,2353464.81,1450173.92,1886525.52,903477.95,2633426.72,3281351.37,1732236.7,2414575.5,1693685.62,10460436.25,2186421.95,2040155.93,8870244.37,1653054.24,2503976.85,2720121.92,2865020.98,2794777.76,2274039.11,1912833.94,2730074.67,2799245.37,2413718.64,1722674.76,1884751.37,2107949.45,2214013.93,2860545.18,3210353.51,2161553.15,2297625.52,14308181.87,2517511.61,2855377.73,1484018.47,2440155.9,2224140.88,8284581.87,13970398.15,2358578.4,11255714.56,12638289.32,811357.18,2143779.27,506308.68,3503904.39,1714619.69,1273946.75,1071809.41,1989411.25,2444065.64,3846099.82,2822513.26,3146369.25,4641891.88,2241515.26,2578493.33,3266948.85,3337971.59,2727777.71,1884425.87,6011739.51,2955569.56,2710305.98,8337820.58,1196921.3,1381275.39,3713512.29,2484442.76,2591608.27,1845872.87,3068768.53,2461762.02,2048837.03,2452406.77,2764126.55,1891472.42,13977662.7,10627845.92,11597273.95,2450370.22,1239794.53,3665914.68,3276365.01,10734094.78,2140386.74,2165062.73,2963444.31,3949911.56,16265262.11,2198362.79,2094690.9,9791649.26,3162570.22,3705647.02,3879741.37,2166296.43,2562109.46,5685007.27,6223134.02,6275564.06,6640216.03,1362192.52,4195946.77,7737349.48,6830203.64,139279161.81,117854540.42,79561606.3,52232170.22,13312245.56,26731801.7,41353181.21,39561736.9,4381542.68,2104633.02,641465.38,3737272.35,1258706.61,9155508.9,6280899.36,32116142.84,3537539.33,4101832.66,2699283.25,442991.71,1115140.24,2758743.74,4947310.55,8050894.55,14704579.91,2634609.41,334893.45,785813.73,2544013.74,4719893.84,4003393.88,10841418.14,7734444.53,2342602.33,18936524.42,1456266.86,19233421.22,3205972.42,581340.77,13638958.11,31808927.01,25035017.55,4872825.76,4750834.65,1104681.09,4939986.75,4149922.76,4252091.69,2825419.28,617573.99,411166.17,1937961.42,733888.04,4073679.55,799834.96,1631988.98,1342433.75
